AsofDate,CUSIP,SectorCode,Strategy,MarketValue,EffectiveDuration,OptionAdjustedSpread,LegalEntity,PortfolioTicker,OwnershipType,PercentWeight
2024-01-04,91282CZS9,Peaches,Paris,4264998.81,4.846092,0.6624,GEA_BM,NEABMNCIM,Active,1
2024-01-04,91282CZS9,Peaches,Paris,4264998.81,4.846092,0.6624,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,ZXW2N2T80,Pineapples,Paris,4596899.45,1.985124,7.1622,GEA_BM,NEABMNCIM,Active,1
2024-01-04,ZXW2N2T80,Pineapples,Paris,4596899.45,1.985124,7.1622,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,USD_CCXSH,Apples,Paris,0.01,0,0,GEA_BM,NEABMNCIM,Active,1
2024-01-04,USD_CCXSH,Apples,Paris,0.01,0,0,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,91282CXE1,Peaches,Paris,226255.03,7.588656,0.83205,GEA_BM,NEABMNCIM,Active,1
2024-01-04,91282CXE1,Peaches,Paris,226255.03,7.588656,0.83205,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,748148PD9,Lemons,Paris,772541.85,0.1149,26.80209,GEA_BM,NEABMNCIM,Active,1
2024-01-04,748148PD9,Lemons,Paris,772541.85,0.1149,26.80209,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,91282CGM7,Peaches,Paris,2048498.64,9.1224,3.59721,GEA_BM,NEABMNCIM,Active,1
2024-01-04,91282CGM7,Peaches,Paris,2048498.64,9.1224,3.59721,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,45906M4E8,Lemons,Paris,301569.28,3.51828,0,GEA_BM,NEABMNCIM,Active,1
2024-01-04,45906M4E8,Lemons,Paris,301569.28,3.51828,0,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,87973RZX7,Lemons,Paris,869523.09,8.26758,39.03534,GEA_BM,NEABMNCIM,Active,1
2024-01-04,87973RZX7,Lemons,Paris,869523.09,8.26758,39.03534,GEA_BM,NEABMNCIM,Passive,1
2024-01-04,91282CHC8,Peaches,Berlin,3347019.23,9.45462,3.34683,GEA_US,NEAUSIGIM,Passive,1
2024-01-04,91282CHC8,Peaches,Berlin,3347019.23,9.45462,3.34683,GEA_US,NEAUSIGIM,Active,1
2024-01-04,91282CJM4,Peaches,Berlin,4309948.77,7.093956,0.46116,GEA_US,NEAUSIGIM,Passive,1
2024-01-04,91282CJM4,Peaches,Berlin,4309948.77,7.093956,0.46116,GEA_US,NEAUSIGIM,Active,1
2024-01-04,ZRW7M2C57,Apples,Berlin,93925.82,0.1264104,0,GEA_US,NEAUSIGIM,Passive,1
2024-01-04,ZRW7M2C57,Apples,Berlin,93925.82,0.1264104,0,GEA_US,NEAUSIGIM,Active,1
2024-01-04,91282CCY5,Peaches,Berlin,6196314.89,5.404788,0,GEA_US,NEAUSIGIM,Passive,1
2024-01-04,91282CCY5,Peaches,Berlin,6196314.89,5.404788,0,GEA_US,NEAUSIGIM,Active,1
2024-01-04,91282CJL6,Peaches,Berlin,7089620.26,2.156988,0,GEA_US,NEAUSIGIM,Passive,1
2024-01-04,91282CJL6,Peaches,Berlin,7089620.26,2.156988,0,GEA_US,NEAUSIGIM,Active,1
2024-01-04,91282CHN4,Peaches,Paris,2149143.85,1.761876,0,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CHN4,Peaches,Paris,2149143.85,1.761876,0,GSF,NLSCNTIM,Active,1
2024-01-04,91282CHT1,Peaches,Paris,3941051.36,9.407856,2.81493,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CHT1,Peaches,Paris,3941051.36,9.407856,2.81493,GSF,NLSCNTIM,Active,1
2024-01-04,91282CCZ2,Peaches,Paris,642670.17,3.176724,0,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CCZ2,Peaches,Paris,642670.17,3.176724,0,GSF,NLSCNTIM,Active,1
2024-01-04,52470G783,Apples,Paris,792725.70,0.1479456,0,GSF,NLSCNTIM,Passive,1
2024-01-04,52470G783,Apples,Paris,792725.70,0.1479456,0,GSF,NLSCNTIM,Active,1
2024-01-04,91282CCH2,Peaches,Paris,4101043.27,5.138988,0.04554,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CCH2,Peaches,Paris,4101043.27,5.138988,0.04554,GSF,NLSCNTIM,Active,1
2024-01-04,91282CEV9,Peaches,Paris,4315575.00,5.95656,0,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CEV9,Peaches,Paris,4315575.00,5.95656,0,GSF,NLSCNTIM,Active,1
2024-01-04,91282CGS4,Peaches,Paris,18122173.35,6.566652,0.76185,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CGS4,Peaches,Paris,18122173.35,6.566652,0.76185,GSF,NLSCNTIM,Active,1
2024-01-04,3134GXR63,Pineapples,Paris,6023062.30,1.28592,0,GSF,NLSCNTIM,Passive,1
2024-01-04,3134GXR63,Pineapples,Paris,6023062.30,1.28592,0,GSF,NLSCNTIM,Active,1
2024-01-04,9128282X7,Peaches,Paris,3943277.85,3.00702,0.91125,GSF,NLSCNTIM,Passive,1
2024-01-04,9128282X7,Peaches,Paris,3943277.85,3.00702,0.91125,GSF,NLSCNTIM,Active,1
2024-01-04,USD_CCXSH,Apples,Paris,-0.02,0,0,GSF,NLSCNTIM,Passive,1
2024-01-04,USD_CCXSH,Apples,Paris,-0.02,0,0,GSF,NLSCNTIM,Active,1
2024-01-04,91282CER8,Peaches,Paris,1526762.67,0.472668,0,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CER8,Peaches,Paris,1526762.67,0.472668,0,GSF,NLSCNTIM,Active,1
2024-01-04,912828ZQ6,Peaches,Paris,1138069.71,7.320636,0.73098,GSF,NLSCNTIM,Passive,1
2024-01-04,912828ZQ6,Peaches,Paris,1138069.71,7.320636,0.73098,GSF,NLSCNTIM,Active,1
2024-01-04,91282CFV8,Peaches,Paris,2016651.74,8.809704,3.81681,GSF,NLSCNTIM,Passive,1
2024-01-04,91282CFV8,Peaches,Paris,2016651.74,8.809704,3.81681,GSF,NLSCNTIM,Active,1
2024-01-04,ZXW2KPWJ4,Coconut,Chicago,1.70,0,0,GGVUSH,VEN826OIA,Passive,1
2024-01-04,ZXW2KPWJ4,Coconut,Chicago,0.00,0,0,GGVUSH,VEN826OIA,Active,0
2024-01-04,ZXW2KPWL9,Coconut,Chicago,2770809.60,0,0,GGVUSH,VEN826OIA,Passive,1
2024-01-04,ZXW2KPWL9,Coconut,Chicago,0.00,0,0,GGVUSH,VEN826OIA,Active,0
2024-01-04,858119ZL3,Strawberries,Berlin,691390.76,1.673484,79.75728,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,858119ZL3,Strawberries,Berlin,182388.88,1.673484,79.75728,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,624758XF5,Raspberries,Berlin,409807.00,3.828048,160.82739,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,624758XF5,Raspberries,Berlin,108107.09,3.828048,160.82739,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,345370DZ3,Strawberries,Berlin,993266.71,7.778064,196.6149,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,345370DZ3,Strawberries,Berlin,262023.76,7.778064,196.6149,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,606822CR3,Strawberries,Berlin,563824.20,7.94634,97.25094,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,606822CR3,Strawberries,Berlin,148736.82,7.94634,97.25094,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,22822VXN1,Strawberries,Berlin,1411510.67,6.256176,115.0083,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,22822VXN1,Strawberries,Berlin,372356.51,6.256176,115.0083,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,159864XJ6,Raspberries,Berlin,112152.78,4.999056,164.5866,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,159864XJ6,Raspberries,Berlin,29585.90,4.999056,164.5866,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,91282CDY4,Peaches,Berlin,2168826.36,8.770236,3.45933,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,91282CDY4,Peaches,Berlin,572136.39,8.770236,3.45933,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,852234XP8,Raspberries,Berlin,636718.23,5.701524,163.16748,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,852234XP8,Raspberries,Berlin,167966.27,5.701524,163.16748,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,92933ZXT1,Raspberries,Berlin,427994.79,4.268052,148.2561,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,92933ZXT1,Raspberries,Berlin,112905.03,4.268052,148.2561,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,713448FX1,Strawberries,Berlin,1448472.46,7.905528,35.91792,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,713448FX1,Strawberries,Berlin,382107.03,7.905528,35.91792,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,713448FS2,Strawberries,Berlin,721624.52,8.713512,24.00165,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,713448FS2,Strawberries,Berlin,190364.55,8.713512,24.00165,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,548661EL7,Strawberries,Berlin,1292779.53,8.702268,79.9713,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,548661EL7,Strawberries,Berlin,341035.24,8.702268,79.9713,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,03027XXU4,Strawberries,Berlin,644379.02,5.427876,91.03797,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,03027XXU4,Strawberries,Berlin,169987.19,5.427876,91.03797,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,78410GXG9,Raspberries,Berlin,459602.39,3.89502,152.32059,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,78410GXG9,Raspberries,Berlin,121243.11,3.89502,152.32059,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,443201XZ4,Strawberries,Berlin,437840.00,5.4087,115.39062,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,443201XZ4,Strawberries,Berlin,115502.19,5.4087,115.39062,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,682691XC4,Raspberries,Berlin,443641.87,2.564916,261.31068,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,682691XC4,Raspberries,Berlin,117032.72,2.564916,261.31068,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,571676XU9,Strawberries,Berlin,804450.79,7.2426,61.56369,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,571676XU9,Strawberries,Berlin,212214.12,7.2426,61.56369,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,92343VEU4,Strawberries,Berlin,1348712.27,6.143028,72.28755,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,92343VEU4,Strawberries,Berlin,355790.30,6.143028,72.28755,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,09659W2U7,Strawberries,Berlin,2115447.77,7.8156,142.61598,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,09659W2U7,Strawberries,Berlin,558055.12,7.8156,142.61598,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,81728UXZ0,Raspberries,Berlin,570777.24,5.069676,180.52956,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,81728UXZ0,Raspberries,Berlin,150571.04,5.069676,180.52956,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,90265EXQ3,Strawberries,Berlin,1340180.32,6.320208,94.18923,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,90265EXQ3,Strawberries,Berlin,353539.57,6.320208,94.18923,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,853496XG2,Raspberries,Berlin,531650.88,4.446408,179.25057,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,853496XG2,Raspberries,Berlin,140249.50,4.446408,179.25057,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,883556ZZ4,Strawberries,Berlin,710072.27,6.197688,44.48565,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,883556ZZ4,Strawberries,Berlin,187317.06,6.197688,44.48565,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,845011XE5,Strawberries,Berlin,1275464.47,8.06916,104.19408,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,845011XE5,Strawberries,Berlin,336467.53,8.06916,104.19408,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,031162DR8,Strawberries,Berlin,1710948.44,8.478,94.82625,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,031162DR8,Strawberries,Berlin,451348.20,8.478,94.82625,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,87264XCV5,Strawberries,Berlin,1074428.66,8.34864,95.16402,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,87264XCV5,Strawberries,Berlin,283434.28,8.34864,95.16402,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,682189XQ8,Raspberries,Berlin,440857.17,3.39258,163.45485,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,682189XQ8,Raspberries,Berlin,116298.12,3.39258,163.45485,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,ZRW7M2C57,Apples,Berlin,39769367.28,0.1264104,0,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,ZRW7M2C57,Apples,Berlin,10491159.09,0.1264104,0,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,832248ZZ3,Strawberries,Berlin,1161959.86,5.315832,190.70109,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,832248ZZ3,Strawberries,Berlin,306525.01,5.315832,190.70109,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,594918ZY9,Strawberries,Berlin,925328.43,3.345156,11.07036,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,594918ZY9,Strawberries,Berlin,244101.64,3.345156,11.07036,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,716973XG7,Strawberries,Berlin,424653.37,17.662032,95.11992,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,716973XG7,Strawberries,Berlin,112023.56,17.662032,95.11992,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,01400EXF0,Strawberries,Berlin,169225.61,17.150652,104.1183,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,01400EXF0,Strawberries,Berlin,44641.72,17.150652,104.1183,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,06406RZJ5,Strawberries,Berlin,161098.70,1.72392,61.07841,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,06406RZJ5,Strawberries,Berlin,42497.84,1.72392,61.07841,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,98877DXC9,Raspberries,Berlin,422527.53,1.1259,107.22096,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,98877DXC9,Raspberries,Berlin,111462.76,1.1259,107.22096,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,225401ZE7,Strawberries,Berlin,419079.38,4.730364,127.24371,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,225401ZE7,Strawberries,Berlin,110553.14,4.730364,127.24371,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,65249ZXX7,Raspberries,Berlin,501694.57,3.873696,157.33638,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,65249ZXX7,Raspberries,Berlin,132347.03,3.873696,157.33638,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,49271VXJ9,Strawberries,Berlin,642479.03,6.658836,71.30043,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,49271VXJ9,Strawberries,Berlin,169485.97,6.658836,71.30043,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,032177XJ6,Raspberries,Berlin,491960.96,4.105836,196.56234,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,032177XJ6,Raspberries,Berlin,129779.30,4.105836,196.56234,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,437076CJ9,Strawberries,Berlin,783734.36,8.314764,49.84668,GG-FGBD,FNBDIGGS,Passive,1
2024-01-04,437076CJ9,Strawberries,Berlin,206749.12,8.314764,49.84668,GG-FGBD,FNBDIGGS,Active,0.2638
2024-01-04,459506XQ4,Strawberries,Berlin,875628.79,7.352904,128.3904,GG-FGBD,FNBDIGGS,Passive,1
